index	e_type	Source	from_type	Target	to_type	directed	attributes.tagCount	attributes.res	attributes.layer_id
113	located_on_h3_cell	https://www.openstreetmap.org/relation/10933150	osmplace	891f1a621b3ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
114	hasOSMTag	891f1a616b3ffff	h3place	platform	osmtag	False	1.0		Transport_POS_amenity around (Zwickau) radius=15.0
115	located_on_h3_cell	https://www.openstreetmap.org/way/231147600	osmplace	891f1a62903ffff	h3place	False		6.0	Services_POS_amenity around (Zwickau) radius=15.0
116	located_on_h3_cell	https://www.openstreetmap.org/node/8740879901	osmplace	891f1a68563ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
117	located_on_h3_cell	https://www.openstreetmap.org/node/8674488810	osmplace	891f1a68053ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
118	located_on_h3_cell	https://www.openstreetmap.org/way/265829290	osmplace	891f1a62d3bffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
119	located_on_h3_cell	https://www.openstreetmap.org/way/413295135	osmplace	891f1a608b3ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
120	located_on_h3_cell	https://www.openstreetmap.org/relation/10705443	osmplace	891f1a613c3ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
121	located_on_h3_cell	https://www.openstreetmap.org/way/660878472	osmplace	891f1a71967ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
122	hasOSMTag	doctors	osmtag	891f1a6182fffff	h3place	False	1.0		Services_POS_amenity around (Zwickau) radius=15.0
123	hasOSMTag	891f1a75663ffff	h3place	school	osmtag	False	1.0		Services_POS_amenity around (Zwickau) radius=15.0
124	located_on_h3_cell	https://www.openstreetmap.org/way/568283127	osmplace	891f1a6217bffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
125	located_on_h3_cell	https://www.openstreetmap.org/way/927298392	osmplace	891f1a71b2fffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
